Author,Doc
2493,826
2493,1289
2493,1386
2493,1787
2493,1822
2493,1902
2493,2930
2493,2998
2493,3006
2493,3054
2493,3165
2493,3304
2493,3517
2493,3891
2493,3949
2493,4210
2493,4233
2493,4679
2493,4878
2493,4974
2493,4975
2494,148
2494,366
2494,451
2494,602
2494,616
2494,622
2494,991
2494,1042
2494,1139
2494,1414
2494,1595
2494,1610
2494,1743
2494,1973
2494,2325
2494,2451
2494,2509
2494,3037
2494,3071
2494,3188
2494,3192
2494,3321
2494,3366
2494,4086
2494,4271
2494,4677
2494,4754
2494,4905
2495,153
2495,191
2495,196
2495,259
2495,524
2495,1271
2495,1348
2495,1512
2495,1872
2495,1963
2495,2425
2495,2467
2495,2552
2495,2607
2495,2706
2495,2760
2495,2801
2495,3179
2495,3192
2495,3568
2495,3805
2495,3906
2495,4018
2495,4220
2495,4925
2496,292
2496,377
2496,440
2496,1086
2496,1105
2496,1602
2496,1622
2496,3131
2496,3272
2496,3328
2496,3338
2496,3413
2496,3436
2496,3511
2496,3566
2496,3587
2496,3800
2496,4002
2496,4417
2496,4527
2496,4755
2496,4939
2497,125
2497,197
2497,222
2497,426
2497,464
2497,569
2497,777
2497,787
2497,959
2497,962
2497,1053
2497,1315
2497,1599
2497,1985
2497,2008
2497,2191
2497,2212
2497,2393
2497,2756
2497,2994
2497,3475
2497,3790
2497,4478
2497,4595
2497,4662
2497,4776
2498,993
2498,1113
2498,2574
2498,2638
2498,2990
2498,3078
2498,3099
2498,3211
2498,3289
2498,3434
2498,3532
2498,4001
2498,4268
2498,4354
2498,4879
2498,4890
2499,397
2499,404
2499,422
2499,1039
2499,1871
2499,1917
2499,1992
2499,2001
2499,2238
2499,2536
2499,3129
2499,3278
2499,3572
2499,3573
2499,3604
2499,3633
2499,3695
2499,3813
2499,3886
2499,3906
2499,4094
2499,4557
2500,42
2500,234
2500,410
2500,518
2500,886
2500,1620
2500,1680
2500,1712
2500,2503
2500,2516
2500,3059
2500,3088
2500,3270
2500,3276
2500,3520
2500,3626
2500,4135
2500,4385
2500,4603
